ID,GPU,Index_cellphones,Index_fpt,Index_tgdd,Comment_count,Price,Rating,Rating_count,Series,Brand,cpu_brand,cpu_code,ram_size,storage_size,displ_size,displ_rate,Battery,OS,P/N,displ_resolution,hdmi,Release_year,Surface,Weight,backlit_keyboard,lan,length,ram_upgradable,screen_technology,sd_card,storage_extra_slot,storage_type,headphone_jack,thickness,type_c,usb_a,width,Availabe_in,GPU_brand
452,intel iris xe graphics,https://cellphones.com.vn/laptop-hp-pavilion-14-dv0534tu-4p5g3pa.html,,,8,22590000,,0,pavilion 14-dv0534tu 4p5g3pa,hp,intel,1165g7,8,512,14,60,41,windows 10,4p5g3pa,1920 x 1080,yes,,,1.4,,no,325.12,yes,ips,yes,,ssd,no,17.02,yes,yes,216.66,1,intel
453,nvidia geforce mx450,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0004tx-2d9b7pa.html,,,36,18490000,,0,pavilion 15-eg0004tx 2d9b7pa,hp,intel,1135g7,4,256,15.6,60,41,windows 10,2d9b7pa,1920 x 1080,yes,,,1.75,no,no,360.2,yes,ips,no,,ssd,yes,17.9,yes,yes,234,1,nvidia
454,nvidia geforce mx450,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0005tx-2d9c6pa.html,,,33,18890000,,0,pavilion 15-eg0005tx 2d9c6pa,hp,intel,1135g7,8,512,15.6,60,41,windows 10,2d9c6pa,1920 x 1080,yes,,aluminum,1.75,no,yes,360.2,,ips,yes,,ssd,no,17.9,yes,yes,234,1,nvidia
455,intel uhd graphics,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0009tu.html,,,31,14290000,,0,pavilion 15-eg0009tu 2d9k6pa,hp,intel,1115g4,4,512,15.6,60,41,windows 10,2d9k6pa,1920 x 1080,yes,,,1.75,no,no,360.2,yes,ips,no,,ssd,no,17.9,yes,yes,234,1,intel
456,intel iris xe graphics,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0073tu.html,,,29,14280000,,0,pavilion 15-eg0073tu 2p1n4pa,hp,intel,1115g4,4,512,15.6,60,41,windows 10,2p1n4pa,1920 x 1080,yes,,aluminum,1.75,no,no,360.2,yes,ips,yes,,ssd,yes,17.9,yes,yes,234,1,intel
457,nvidia geforce mx450,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0505tx-46m03pa.html,,,9,20590000,,0,pavilion 15-eg0505tx 46m03pa,hp,intel,1135g7,8,512,15.6,60,41,windows 10,46m03pa,1920 x 1080,no,,,1.701,,no,360.2,,ips,yes,,ssd,yes,17.9,yes,yes,234,1,nvidia
458,intel iris xe graphics,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0506tu-46m04pa.html,,,13,18490000,,0,pavilion 15-eg0506tu 46m04pa,hp,intel,1135g7,8,512,15.6,60,41,windows 10,46m04pa,1920 x 1080,yes,,plastic,1.75,no,no,360.2,yes,ips,yes,,ssd,yes,17.9,yes,yes,234,1,intel
459,intel iris xe graphics,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0539tu-4p5g6pa.html,,,24,18590000,,0,pavilion 15-eg0539tu 4p5g6pa,hp,intel,1135g7,8,512,15.6,60,41,windows 10,4p5g6pa,1920 x 1080,yes,,plastic,1.75,yes,no,360.2,yes,ips,yes,,ssd,yes,17.9,yes,yes,234,1,intel
460,intel uhd graphics,https://cellphones.com.vn/laptop-hp-pavilion-x360-14-i3-ram-4gb-ssd-256gb.html,,,78,14890000,,0,pavilion x360 14-dw1016tu 2h3q0pa,hp,intel,1115g4,4,256,14,60,43,windows 10,2h3q0pa,1920 x 1080,yes,,plastic,1.61,no,no,324,yes,ips,yes,,ssd,yes,18.7,yes,yes,221,1,intel
461,intel iris xe graphics,https://cellphones.com.vn/laptop-hp-pavilion-x360-14-i7.html,,,18,,,0,pavilion x360 14-dw1019tu 2h3n7pa,hp,intel,1165g7,8,512,14,60,43,windows 10,2h3n7pa,1920 x 1080,yes,,,1.61,,no,324,yes,,yes,,ssd,yes,18.7,yes,yes,221,1,intel
462,intel iris xe graphics,https://cellphones.com.vn/laptop-hp-probook-430-g8-2h0n6pa.html,,,22,19590000,5,1,probook 430 g8 2h0n6pa,hp,intel,1135g7,4,256,13.3,60,45,windows 10,2h0n6pa,1920 x 1080,yes,,,1.255,yes,no,306.9,yes,,no,,ssd,yes,15.9,yes,yes,208.4,1,intel
463,amd radeon graphics,https://cellphones.com.vn/laptop-hp-probook-445-g8-3g0r5pa.html,,,5,20590000,,0,probook 445 g8 3g0r5pa,hp,amd,5600u,8,512,14,60,45,windows 10,3g0r5pa,1920 x 1080,yes,,plastic,1.38,yes,yes,321.9,yes,ips,yes,,ssd,yes,19.9,yes,yes,213.9,1,amd
464,amd radeon graphics,https://cellphones.com.vn/laptop-hp-probook-445-g8-3g4z9pa.html,,,3,24190000,,0,probook 445 g8 3g4z9pa,hp,amd,5800u,8,512,15.6,60,,windows 10,3g4z9pa,1920 x 1080,yes,,plastic,1.74,yes,yes,324,yes,ips,yes,,ssd,yes,17.9,yes,yes,225,1,amd
465,nvidia geforce gtx 1650,https://cellphones.com.vn/laptop-hp-victus-16-e0177ax-4r0u9pa.html,,,43,22690000,5,1,gaming victus 16-e0177ax 4r0u9pa,hp,amd,5600h,8,512,16.1,144,70,windows 10,4r0u9pa,1920 x 1080,yes,,,2.46,,yes,370,yes,ips,yes,,ssd,no,23.5,yes,yes,260,1,nvidia
466,nvidia geforce mx250,https://cellphones.com.vn/laptop-huawei-matebook-13.html,,,77,21990000,4.875,8,matebook 13 2020,huawei,intel,10210u,16,512,13,60,42,windows 10,,2160 x 1440,no,2020,,1.3,yes,no,286,no,ips,no,,ssd,yes,14.9,yes,no,211,1,nvidia
467,amd radeon rx vega 8,https://cellphones.com.vn/laptop-huawei-matebook-d15.html,,,21,,,0,matebook d 15,huawei,amd,3500u,8,512,15.6,60,42,windows 10,,1920 x 1080,yes,,aluminum,1.53,no,no,357.8,,ips,no,,ssd,yes,16.9,yes,yes,229.9,1,amd
468,nvidia geforce gtx 1650,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5.html,,,31,,4.333333333,3,gaming legion 5 15imh05 82au004yvn,lenovo,intel,10750h,8,512,15.6,120,60,windows 10,82au004yvn,1920 x 1080,yes,,,2.3,,yes,363.06,yes,,no,yes,ssd,yes,23.57,yes,yes,259.61,1,nvidia
469,nvidia geforce gtx 1650 ti,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-15imh05-82au00pqvn.html,,,67,24990000,,0,gaming legion 5 15imh05,lenovo,intel,10300h,16,512,15.6,144,60,windows 10,82au00pqvn,1920 x 1080,yes,,plastic,2.3,yes,yes,363.06,yes,ips,yes,yes,ssd,no,23.57,yes,yes,259.61,1,nvidia
470,nvidia geforce gtx 1650 ti,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5p.html,,,48,22990000,5,1,gaming legion 5p 15imh05 82ay003evn,lenovo,intel,10300h,8,512,15.6,144,80,windows 10,82ay003evn,1920 x 1080,yes,,,2.3,yes,yes,363.06,yes,ips,no,yes,ssd,no,23.57,yes,yes,259.61,1,nvidia
471,nvidia geforce gtx 1650 ti,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-ryzen-5.html,,,246,,4.5,2,gaming legion 5 15arh05 82b500guvn,lenovo,amd,4600h,8,512,15.6,144,60,windows 10,82b500guvn,1920 x 1080,yes,,plastic,2.3,yes,no,363.06,yes,ips,no,,ssd,yes,22,yes,yes,259.61,1,nvidia
472,nvidia geforce gtx 1650 ti,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-ryzen-7-144hz.html,,,193,24590000,,0,gaming legion 5 15arh05 82b500gtvn,lenovo,amd,4800h,8,512,15.6,144,,windows 10,82b500gtvn,1920 x 1080,yes,,,2.4,yes,yes,380,yes,ips,yes,,ssd,yes,25.8,yes,yes,265,1,nvidia
473,intel uhd graphics,https://cellphones.com.vn/laptop-lenovo-ideapad-1-11igl05-81vt006fvn.html,,,4,9490000,,0,ideapad 1 11igl05,lenovo,intel,n5030,4,256,11.6,60,32,windows 10,81vt006fvn,1366 x 768,yes,,plastic,1.2,no,no,228,,tn,no,,ssd,yes,17.7,no,yes,200,1,intel
474,amd radeon graphics,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14alc6-82kt004dvn.html,,,39,16390000,,0,ideapad 3 14alc6,lenovo,amd,5700u,8,512,14,60,38,windows 10,82kt004dvn,1920 x 1080,yes,,plastic,1.41,,no,324.2,yes,tn,yes,yes,ssd,yes,19.9,yes,yes,215.7,1,amd
475,amd radeon graphics,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14alc6-82kt004fvn.html,,,15,16990000,5,1,ideapad 3 14alc6,lenovo,amd,5700u,8,512,14,60,38,windows 10,82kt004fvn,1920 x 1080,yes,,plastic,1.41,no,no,324.2,yes,tn,yes,yes,ssd,yes,19.9,yes,yes,215.7,1,amd
476,intel uhd graphics,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14itl6-i3.html,,,46,14590000,,0,ideapad 3 14itl6,lenovo,intel,1115g4,8,512,14,60,38,windows 10,82h700dnvn,1920 x 1080,yes,,plastic,1.41,no,no,324.2,,tn,yes,,ssd,yes,19.9,yes,yes,215.7,1,intel
477,amd radeon graphics,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15ada05.html,,,51,,,0,ideapad 3 15ada05,lenovo,amd,3250u,4,256,15.6,60,35,windows 10,81w100guvn,1920 x 1080,yes,,plastic,1.85,no,no,362.2,yes,tn,yes,,ssd,no,19.9,no,yes,253.4,1,amd
478,amd radeon graphics,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15alc6-82ku003nus.html,,,11,17490000,,0,ideapad 3 15alc6,lenovo,amd,5500u,8,256,15.6,60,45,windows 10,82ku003nus,1920 x 1080,yes,,plastic,1.65,yes,no,359.2,yes,tn,yes,,ssd,yes,19.9,no,yes,236.5,1,amd
479,amd radeon graphics,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15alc6-82ku00a9us.html,,,7,17490000,,0,ideapad 3 15alc6,lenovo,amd,5500u,8,256,15.6,60,45,windows 10,82ku00a9us,1920 x 1080,yes,,plastic,1.65,yes,no,359.2,yes,tn,yes,,ssd,yes,19.9,no,yes,236.5,1,amd
480,intel iris xe graphics,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15itl6-82h800m3vn.html,,,94,17290000,,0,ideapad 3 15itl6,lenovo,intel,1135g7,8,256,15.6,60,38,windows 10,82h800m3vn,1920 x 1080,yes,,plastic,1.65,no,no,359.2,yes,tn,yes,,ssd,yes,19.9,yes,yes,236.5,1,intel
481,intel uhd graphics,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15itl6-82h800m4vn.html,,,7,13790000,,0,ideapad 3 15itl6,lenovo,intel,1115g4,8,256,15.6,60,38,windows 10,82h800m4vn,1920 x 1080,yes,,plastic,1.65,no,no,359.2,yes,tn,yes,yes,ssd,yes,19.9,yes,yes,236.5,1,intel
482,intel uhd graphics 605,https://cellphones.com.vn/laptop-lenovo-ideapad-3-81wh-pent.html,,,11,9990000,5,1,ideapad 3 81wh,lenovo,intel,n5030,4,128,14,60,35,windows 10,,1920 x 1080,yes,,,1.5,,no,327.1,no,tn,yes,,ssd,yes,19.9,no,yes,241,1,intel
483,intel uhd graphics,https://cellphones.com.vn/laptop-lenovo-ideapad-3-81x80055us.html,,,9,12790000,,0,ideapad 3,lenovo,intel,1115g4,4,128,15.6,60,,,,1920 x 1080,,,,1.84,,,,yes,,,yes,ssd,,,,,,1,intel
484,intel iris xe graphics,https://cellphones.com.vn/laptop-lenovo-ideapad-3-82h800kaus.html,,,0,17990000,,0,ideapad 3,lenovo,intel,1135g7,4,512,15.6,60,45,windows 10,,1920 x 1080,yes,,plastic,1.65,,no,359.2,yes,ips,yes,,ssd,yes,19.9,yes,yes,236.5,1,intel
485,amd radeon graphics,https://cellphones.com.vn/laptop-lenovo-ideapad-5-14alc05-82lm004fvn.html,,,64,15490000,,0,ideapad 5 14alc05 82lm004fvn,lenovo,amd,5500u,8,512,14,60,45,windows 10,82lm004fvn,1920 x 1080,yes,,,1.39,,no,321.57,no,ips,yes,,ssd,yes,17.9,yes,yes,211.59,1,amd
486,nvidia geforce gtx 1650,https://cellphones.com.vn/laptop-lenovo-ideapad-5-pro-16ach6-82l50082vn.html,,,0,27990000,,0,ideapad 5 pro 16ach6,lenovo,amd,5800h,16,512,16,120,75,windows 10,82l50082vn,2560 x 1600,yes,,,1.9,,no,356,,ips,no,,ssd,yes,16.9,yes,yes,251,1,nvidia
487,nvidia geforce gtx 1650,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15arh05-82ey00jxvn.html,,,246,17820000,4.666666667,3,ideapad gaming 3 15arh05 82ey00jxvn,lenovo,amd,4600h,8,256,15.6,120,45,windows 10,82ey00jxvn,1920 x 1080,yes,,,2.2,yes,yes,359,yes,ips,no,,ssd,no,24.9,yes,yes,249.6,1,nvidia
488,nvidia geforce gtx 1650,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15arh05-82ey00n3vn.html,,,91,,,0,ideapad gaming 3 15arh05 82ey00n3vn,lenovo,amd,4800h,8,512,15.6,120,45,windows 10,82ey00n3vn,1920 x 1080,yes,,,2.2,yes,no,359,yes,ips,no,,ssd,yes,24.9,yes,yes,249.6,1,nvidia
489,nvidia geforce rtx 3050,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15ihu6-82k100fbvn.html,,,9,26990000,,0,ideapad gaming 3 15ihu6 82k100fbvn,lenovo,intel,11370h,8,512,15.6,120,45,windows 10,82k100fbvn,1920 x 1080,yes,,plastic,2.25,yes,yes,359.6,yes,ips,no,yes,ssd,yes,24.2,yes,yes,251.9,1,nvidia
490,nvidia geforce gtx 1650 ti,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15imh05.html,,,136,20590000,5,2,ideapad gaming 3 15imh05 81y400y8vn,lenovo,intel,10300h,8,512,15.6,60,,windows 10,81y400y8vn,1920 x 1080,yes,,plastic,2.4,yes,no,380,,ips,no,,ssd,no,25.8,yes,yes,265,1,nvidia
491,intel uhd graphics,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14iil05.html,,,42,10490000,,0,ideapad slim 3 14iil05,lenovo,intel,1005g,4,256,14,60,35,windows 10,81wd00vjvn,1920 x 1080,yes,,plastic,1.6,no,no,327.1,yes,tn,no,,ssd,yes,19.9,no,yes,241,1,intel
492,nvidia geforce rtx 3050,https://cellphones.com.vn/laptop-lenovo-legion-5-15ach6-82jw0037vn.html,,,91,27290000,,0,gaming legion 5 15ach6,lenovo,amd,5600h,8,512,15.6,165,60,windows 10,82jw0037vn,1920 x 1080,yes,,plastic,2.4,yes,yes,362.56,yes,ips,yes,yes,ssd,no,22.5,yes,yes,260.61,1,nvidia
493,nvidia geforce rtx 3050,https://cellphones.com.vn/laptop-lenovo-legion-5-15ach6-82jw0038vn.html,,,76,29410000,,0,gaming legion 5 15ach6,lenovo,amd,5800h,8,512,15.6,165,60,windows 10,82jw0038vn,1920 x 1080,yes,,plastic,2.4,yes,yes,362.56,yes,ips,yes,yes,ssd,no,22.5,yes,yes,260.61,1,nvidia
494,nvidia geforce rtx 3050,https://cellphones.com.vn/laptop-lenovo-legion-5-15ith6-82jk0037vn.html,,,0,32990000,,0,legion 5 15ith6,lenovo,intel,11800h,8,512,15.6,165,60,windows 10,82jk0037vn,1920 x 1080,yes,,,2.4,yes,yes,362.56,yes,ips,no,yes,ssd,yes,22.5,no,yes,260.61,1,nvidia
495,nvidia geforce rtx 3060,https://cellphones.com.vn/laptop-lenovo-legion-5-pro-16ach6h-82jq001vvn.html,,,15,41190000,,0,legion 5 pro 16ach6h 82jq001vvn,lenovo,amd,5800h,16,512,16,165,80,windows 10,82jq001vvn,2560 x 1600,yes,,aluminum,2.45,yes,yes,356,yes,ips,yes,yes,ssd,yes,21.7,yes,yes,260.4,1,nvidia
496,nvidia geforce rtx 3060,https://cellphones.com.vn/laptop-lenovo-legion-7-16achg6-82n60038vn.html,,,5,49990000,,0,legion 7 16achg6 82n60038vn,lenovo,amd,5800h,16,1024,16,165,80,windows 10,82n60038vn,2560 x 1600,yes,,,,yes,yes,356,yes,ips,no,,ssd,yes,20.1,yes,yes,260,1,nvidia
497,nvidia geforce rtx 3080,https://cellphones.com.vn/laptop-lenovo-legion-7-16achg6-82n60039vn.html,,,0,76490000,,0,legion 7 16achg6 82n60039vn,lenovo,amd,5900hx,32,1024,16,165,80,windows 10,82n60039vn,2560 x 1600,no,,plastic,2.5,yes,no,360,,ips,yes,yes,ssd,no,20.1,yes,yes,260,1,nvidia
498,intel iris xe graphics,https://cellphones.com.vn/laptop-lenovo-thinkbook-13s-gen-2.html,,,33,21990000,4,1,thinkbook 13s g2 itl 20v9002gvn,lenovo,intel,1165g7,8,512,13.3,60,56,windows 10,20v9002gvn,2560 x 1600,yes,,,1.26,,no,299,,ips,no,,ssd,yes,14.9,no,yes,210,1,intel
499,intel iris xe graphics,https://cellphones.com.vn/laptop-lenovo-thinkbook-15-g2-itl-20ve0076vn.html,,,54,20990000,,0,thinkbook 15 g2 itl,lenovo,intel,1165g7,8,512,15.6,60,,windows 10,20ve0076vn,1920 x 1080,yes,,plastic,1.7,no,yes,357,yes,ips,yes,,ssd,yes,18.9,yes,yes,235,1,intel
500,intel iris xe graphics,https://cellphones.com.vn/laptop-lenovo-thinkpad-x13-gen-2-20wk00cuva.html,,,2,35790000,,0,thinkpad x13 gen 2,lenovo,intel,1165g7,8,512,13.3,60,41,windows 10,20wk00cuva,2560 x 1600,yes,,,1.29,yes,no,305.8,,ips,no,,ssd,yes,18.19,no,yes,217.06,1,intel
501,amd radeon graphics,https://cellphones.com.vn/laptop-lenovo-yoga-6-13alc6-82nd0033vn.html,,,38,22890000,,0,yoga 6 13alc6,lenovo,amd,5700u,8,512,13.3,60,60,windows 10,82nd0033vn,1920 x 1080,no,,aluminum,1.31,yes,no,308.1,no,ips,yes,,ssd,yes,17.01,yes,yes,206.8,1,amd
502,amd radeon graphics,https://cellphones.com.vn/laptop-lenovo-yoga-6-13are05.html,,,63,19490000,5,3,yoga 6 13are05 82fn0014vn,lenovo,amd,4500u,8,512,13.3,60,60,windows 10,82fn0014vn,1920 x 1080,no,,,1.32,,no,308.1,,ips,no,,ssd,yes,17.1,yes,yes,206.5,1,amd
503,amd radeon graphics,https://cellphones.com.vn/laptop-lenovo-yoga-6-13are05-ryzen-5-pro-4650u.html,,,60,,4,1,yoga 6 13are05 82fn0052vn,lenovo,amd,4650u,8,512,13.3,60,60,windows 10,82fn0052vn,1920 x 1080,no,,,1.32,,no,308.1,,ips,no,,ssd,yes,17.1,yes,yes,206.5,1,amd
504,intel iris xe graphics,https://cellphones.com.vn/laptop-lenovo-yoga-slim-9-14itl5-82d1004jvn.html,,,3,48990000,,0,yoga slim 9 14itl5,lenovo,intel,1165g7,16,1024,14,60,64,windows 10,82d1004jvn,3840 x 2160,no,,aluminum,1.29,yes,no,318,no,ips,no,,ssd,yes,13.9,no,no,200.9,1,intel
505,intel iris plus graphics,https://cellphones.com.vn/laptop-lg-gram-14z90n-v-ar52a5-2020-chip-core-i5-1035g7-ram-8gb-ssd-256gb-14inch.html,,,20,22890000,5,1,gram 2020 14z90n-v.ar52a5,lg,intel,1035g7,8,256,14,60,72,windows 10,v.ar52a5,1920 x 1080,yes,2020,aluminum,0,yes,yes,323.4,,ips,yes,,ssd,no,16.8,no,yes,209.8,1,intel
506,intel iris plus graphics,https://cellphones.com.vn/laptop-lg-gram-14zd90n-v-ax55a5-2020-chip-core-i5-1035g7-ram-8gb-ssd-512gb-14inch.html,,,13,24280000,4.5,2,gram 2020 14zd90n-v.ax55a5,lg,intel,1035g7,8,512,14,60,72,free os,v.ax55a5,1920 x 1080,yes,2020,aluminum,0,yes,yes,323.4,no,,yes,,ssd,no,16.8,no,yes,209.8,1,intel
507,intel iris plus graphics,https://cellphones.com.vn/laptop-lg-gram-15z90n-v-ar55a5-2020-chip-core-i5-1035g7-ram-8gb-ssd-512gb-15inch.html,,,8,29080000,,0,gram 2020 15z90n-v.ar55a5,lg,intel,1035g7,8,512,15,60,80,windows 10,v.ar55a5,1920 x 1080,yes,2020,,1.12,,yes,357.6,yes,,yes,,ssd,no,16.8,no,yes,225.3,1,intel
508,intel iris xe graphics,https://cellphones.com.vn/laptop-lg-gram-16-2021-i5-ram-8gb-free-os.html,,,4,37400000,,0,gram 2021 16zd90p-g.ax54a5,lg,intel,1135g7,8,512,16,60,80,free os,g.ax54a5,2560 x 1600,yes,2021,,1.19,,no,380.2,no,ips,yes,,ssd,no,17.8,yes,yes,260.1,1,intel
509,intel iris xe graphics,https://cellphones.com.vn/laptop-lg-gram-17-2021-ssd-256gb-free-os.html,,,8,41400000,,0,gram 2021 17zd90p-g.ax71a5,lg,intel,1165g7,16,256,17,60,80,free os,g.ax71a5,2560 x 1600,yes,2021,aluminum,1.35,,no,380.2,no,ips,yes,,ssd,no,17.8,yes,yes,260.1,1,intel
510,intel iris plus graphics,https://cellphones.com.vn/laptop-lg-gram-17z90n-v-ah75a5-2020-chip-core-i5-1065g7-ram-8gb-ssd-512gb-17inch.html,,,12,33190000,,0,gram 2020 17z90n-v.ah75a5,lg,intel,1065g7,8,512,17,60,,windows 10,v.ah75a5,2560 x 1600,yes,2020,,1.35,yes,yes,380.6,yes,ips,yes,,ssd,no,17.4,no,yes,262.6,1,intel
511,intel iris xe graphics,https://cellphones.com.vn/laptop-lg-gram-2021-i5-free-os.html,,,5,35400000,,0,gram 2021 14zd90p-g.ax56a5,lg,intel,1135g7,16,512,14,60,80,free os,g.ax56a5,1920 x 1200,yes,2021,,0,no,no,313.4,no,ips,yes,,ssd,no,16.8,yes,yes,215.2,1,intel
512,intel iris xe graphics,https://cellphones.com.vn/laptop-lg-gram-2021-i5-ram-8gb-ssd-256gb-free-os.html,,,2,33210000,,0,gram 2021 14zd90p-g.ax51a5,lg,intel,1135g7,8,256,14,60,80,free os,g.ax51a5,1920 x 1200,yes,2021,,0,,no,380.2,no,ips,yes,,ssd,no,17.8,yes,yes,260.1,1,intel
513,amd radeon rx 5600m,https://cellphones.com.vn/laptop-msi-alpha-15-a4dek.html,,,19,27990000,,0,gaming alpha 15 a4dek-027vn,msi,amd,4800h,8,512,15.6,144,65,windows 10,a4dek-027vn,1920 x 1080,yes,,,2.4,yes,no,357.7,yes,ips,yes,,ssd,yes,26.9,yes,yes,248,1,amd
514,amd radeon rx 5500m,https://cellphones.com.vn/laptop-msi-bravo-15-b5dd-027vn.html,,,171,21190000,5,2,gaming bravo 15 b5dd-027vn,msi,amd,5600h,8,512,15.6,144,,windows 10,b5dd-027vn,1920 x 1080,yes,,plastic,1.9,yes,yes,359,yes,ips,yes,,ssd,no,21.7,yes,yes,254,1,amd
515,nvidia geforce gtx 1660 ti max-q,https://cellphones.com.vn/laptop-msi-creator-15-a10sdt.html,,,29,35990000,,0,creator 15 a10sdt,msi,intel,10750h,16,512,15.6,60,99,windows 10,a10sdt,1920 x 1080,no,,,2.1,,no,358.3,yes,ips,yes,yes,ssd,no,18.3,yes,yes,248,1,nvidia
516,nvidia geforce rtx 3050 ti,https://cellphones.com.vn/laptop-msi-creator-m16-a11ud-694vn.html,,,3,38990000,,0,creator m16 a11ud-694vn,msi,intel,11800h,16,1024,16,60,54,windows 10,694vn,2560 x 1600,yes,,,2.2,yes,yes,359,yes,ips,yes,,ssd,no,23.95,yes,yes,259,1,nvidia
517,nvidia geforce rtx 3060,https://cellphones.com.vn/laptop-msi-creator-z16-a11uet-218vn.html,,,0,63990000,,0,creator z16 a11uet-218vn,msi,intel,11900h,32,1024,16,120,99,windows 10,218vn,2560 x 1600,no,,aluminum,2.2,yes,no,359,yes,ips,yes,yes,ssd,yes,15.9,yes,yes,256,1,nvidia
518,amd radeon rx 5300m,https://cellphones.com.vn/laptop-msi-gaming-bravo-15-a4dcr.html,,,255,19090000,4.428571429,7,gaming bravo 15 a4dcr-270vn,msi,amd,4600h,8,256,15.6,144,,windows 10,270vn,1920 x 1080,yes,,,1.8,yes,yes,359,yes,,yes,yes,ssd,no,21.7,yes,yes,254,1,amd
519,amd radeon rx 5500m,https://cellphones.com.vn/laptop-msi-gaming-bravo-15-b5dd-264vn.html,,,0,24390000,,0,gaming bravo 15 b5dd-264vn,msi,amd,5800h,8,512,15.6,144,52,windows 10,264vn,1920 x 1080,yes,,,1.96,yes,no,397,yes,ips,no,no,ssd,yes,22,yes,yes,260,1,amd
520,nvidia geforce gtx 1650 ti,https://cellphones.com.vn/laptop-msi-gaming-gl75-leopard-10scsk-056vn.html,,,181,21390000,4,6,gaming gl75 leopard 10scsk 056vn,msi,intel,10200h,8,512,17.3,144,41,windows 10,056vn,1920 x 1080,yes,,,2.6,yes,yes,398.5,yes,ips,yes,,ssd,yes,28,yes,yes,272,1,nvidia
521,nvidia geforce rtx 3060,https://cellphones.com.vn/laptop-msi-gaming-gs66-stealth-10ue-200vn.html,,,2,51990000,,0,gaming gs66 stealth 10ue-200vn,msi,intel,10870h,16,2048,15.6,300,100,windows 10,200vn,1920 x 1080,yes,,,2.1,,yes,358.3,,,yes,,ssd,no,18.3,yes,yes,248,1,nvidia
522,intel uhd graphics,https://cellphones.com.vn/laptop-msi-modern-14-b10mw-605vn.html,,,113,13830000,,0,modern 14 b10mw,msi,intel,10110u,8,256,14,60,,windows 10,605vn,1920 x 1080,yes,,,1.3,yes,no,322,yes,ips,yes,,ssd,no,15.9,yes,yes,222,1,intel
523,intel uhd graphics,https://cellphones.com.vn/laptop-msi-modern-14-b10mw-646vn.html,,,11,17490000,,0,modern 14 b10mw-646vn,msi,intel,10210u,8,512,14,60,39,windows 10,646vn,1920 x 1080,yes,,plastic,1.3,yes,no,319,yes,ips,yes,,ssd,no,16.9,yes,yes,220.2,1,intel
524,intel uhd graphics,https://cellphones.com.vn/laptop-msi-modern-14-b10mw-647vn.html,,,72,19790000,,0,modern 14 b10mw,msi,intel,10510u,8,512,14,60,39,windows 10,647vn,1920 x 1080,yes,,plastic,1.3,yes,no,319,yes,ips,yes,no,ssd,no,16.9,yes,yes,220.2,1,intel
525,intel iris xe graphics,https://cellphones.com.vn/laptop-msi-modern-14-b11mo-294vn.html,,,69,21490000,,0,modern 14 b11mo,msi,intel,1165g7,8,512,14,60,39,windows 10,294vn,1920 x 1080,yes,,aluminum,1.3,yes,no,319,yes,ips,yes,,ssd,no,16.9,yes,yes,219,1,intel
526,intel iris xe graphics,https://cellphones.com.vn/laptop-msi-modern-14-b11mo-460vn.html,,,18,21490000,,0,modern 14 b11mo,msi,intel,1165g7,8,512,14,60,39,windows 10,460vn,1920 x 1080,yes,,plastic,1.3,yes,no,319,yes,ips,yes,,ssd,yes,16.9,yes,yes,219,1,intel
527,nvidia geforce mx450,https://cellphones.com.vn/laptop-msi-modern-14-b11sb.html,,,117,20790000,5,1,modern 14 b11sb,msi,intel,1135g7,8,512,14,60,52,windows 10,,1920 x 1080,yes,,,1.3,,no,319,yes,,yes,,ssd,no,16.9,yes,yes,219,1,nvidia
528,nvidia geforce mx450,https://cellphones.com.vn/laptop-msi-modern-14-b11sb-cu-dep.html,,,0,,,0,modern 14 b11sb,msi,intel,1135g7,8,512,14,60,52,windows 10,,1920 x 1080,yes,,,1.3,,no,319,yes,,yes,,ssd,no,16.9,yes,yes,219,1,nvidia
529,,https://cellphones.com.vn/laptop-msi-modern-14-b4mw-029vn.html,,,50,13490000,5,1,modern 14 b4mw,msi,amd,4300u,8,256,14,60,36,windows 10,290vn,1920 x 1080,yes,,,1.3,,no,322,yes,ips,no,,ssd,no,15.9,yes,yes,222,1,
