,title,price,rating,review_count,cmt_count,cpu_name,cpu_ncores,cpu_nthreads,cpu_basefreq,cpu_turbofreq,cpu_cache,ram_size,ram_type,ram_clock,ram_upgradable,storage,gpu,battery,displ_size,displ_resolution,displ_rate,displ_tech,displ_touchscreen,sound,ports,sd_card,wless_connect,webcam,special,backlight_key,weight_dims,surface,os,launch,url
131,Laptop MSI Modern 14 B11MOU i7 1195G7/8GB/512GB/Túi/Chuột/Win10 (847VN),21.990.000₫,,,80 bình luận|13 bình luận,Intel Core i7 Tiger Lake|Intel Core i7 Tiger Lake - 1195G7,4,8,2.90 GHz,Turbo Boost 5.0 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,64 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)|Không hỗ trợ khe cắm HDD|Không hỗ trợ khe cắm SSD M2 mở rộng thêm",Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 39 Wh",14 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|Công nghệ IPS|LED Backlit,,Hi-Res Audio|Nahimic Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|USB Type-C,Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bản lề mở 180 độ|Độ bền chuẩn quân đội MIL STD 810G,Có,Dài 319 mm - Rộng 219 mm - Dày 16.9 mm - Nặng 1.3 kg,Vỏ kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/msi-modern-14-b11mou-i7-847vn?src=osp#top-tskt
132,Laptop Dell Vostro 3400 i5 1135G7/8GB/512GB/2GB MX330/Office H&S2019/Win10 (YX51W3),21.990.000₫,5,2 đánh giá,18 bình luận|,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,SSD 512 GB NVMe PCIe|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB),"Card rời|NVIDIA GeForce MX330, 2 GB|Card rời - NVIDIA GeForce MX330, 2 GB","3-cell Li-ion, 42 Wh",14 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|LED Backlit|WVA,,Realtek High Definition Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB 2.0|USB Type-C,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 328.7 mm - Rộng 239.5 mm - Dày 19.9 mm - Nặng 1.64 kg,Vỏ nhựa,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021,https://www.thegioididong.com/laptop/dell-vostro-3400-i5-yx51w3?src=osp#top-tskt
133,Laptop Lenovo IdeaPad Gaming 3 15IMH05 i5 10300H/8GB/512GB/4GB GTX1650Ti/120Hz/Win10 (81Y4013VVN),22.990.000₫,3.5,36 đánh giá,501 bình luận|94 bình luận,Intel Core i5 Comet Lake|10300H|Intel Core i5 Comet Lake - 10300H,4,8,2.50 GHz,Turbo Boost 4.5 GHz,8 MB,8 GB,DDR4 (2 khe),2933 MHz,16 GB,SSD 512 GB NVMe PCIe|Hỗ trợ khe cắm HDD SATA,Card rời|NVIDIA GeForce GTX 1650Ti 4 GB|Card rời - NVIDIA GeForce GTX 1650Ti 4 GB,"3-cell Polymer, 45 Wh",15.6 inch,Full HD (1920 x 1080),120 Hz,Tấm nền IPS|Chống chói Anti-Glare|250 nits,,Dolby AudioPremium,Jack tai nghe 3.5 mm|HDMI|LAN (RJ45)|2 x USB 3.1|USB Type-C,,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Công tắc khóa camera,Có,Dài 351 mm - Rộng 240 mm - Dày 24.9 mm - Nặng 2.2 kg,Vỏ nhựa,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/lenovo-ideapad-gaming-3-15imh05-i5-81y4013vvn?src=osp#top-tskt
134,Laptop Dell Vostro 5415 R5 5500U/8GB/512GB/Office H&S2019/Win10 (V4R55500U015W),21.190.000₫,,,40 bình luận|,AMD Ryzen 5|5500U|AMD Ryzen 5 - 5500U,6,12,2.10 GHz,Turbo Boost 4.0 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp|Card tích hợp - AMD Radeon Graphics,4-cell - 54 Wh Li-ion,14 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|LED Backlight|WVA,,High Definition (HD) Audio|Waves MaxxAudio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,Micro SD,Bluetooth 5.1|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,Bảo mật vân tay,Có,Dài 321.2 mm - Rộng 212.8 mm - Dày 17.9 mm - Nặng 1.44 kg,Vỏ nhựa,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021,https://www.thegioididong.com/laptop/dell-vostro-5415-r5-v4r55500u015w?src=osp#top-tskt
135,Laptop HP 15s fq2556TU i7 1165G7/8GB/512GB/Win11 (46M24PA),20.290.000₫,,,22 bình luận|3 bình luận,Intel Core i7 Tiger Lake|1165G7|Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,SSD 512 GB NVMe PCIe,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 41 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|Tấm nền IPS|Wled-backlit,,Realtek High Definition Audio,2 x USB 3.1|HDMI|Jack tai nghe 3.5 mm|USB Type-C,SD,Bluetooth 4.2|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 358.5 mm - Rộng 242 mm - Dày 18 mm - Nặng 1.592 kg,Vỏ nhựa,Windows 11 Home SL,2021,https://www.thegioididong.com/laptop/hp-15s-fq2556tu-i7-1165g7-46m24pa?src=osp#top-tskt
136,Laptop Dell Vostro 3500 i5 1135G7/8GB/512GB/Office H&S2019/Win10 (7G3983),20.990.000₫,3.7,38 đánh giá,201 bình luận|47 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),2666 MHz,32 GB,SSD 512 GB NVMe PCIe|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB),Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 42 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,60Hz|Chống chói Anti Glare|LED Backlit|WVA,,Realtek High Definition Audio,2 x USB 3.1|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB 2.0,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 364 mm - Rộng 249 mm - Dày 19.9 mm - Nặng 1.98 kg,Vỏ nhựa,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021,https://www.thegioididong.com/laptop/dell-vostro-3500-i5-7g3983?src=osp#top-tskt
137,Laptop Dell Vostro 3510 i5 1135G7/8GB/512GB/Office H&S/Win10 (7T2YC1),20.990.000₫,,,4 bình luận|,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),2666 MHz,32 GB,SSD 512 GB NVMe PCIe,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 42 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|LED Backlight|WVA,,Realtek High Definition Audio,2 x USB 3.1|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB 2.0,SD,Bluetooth|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 358.5 mm - Rộng 235.5 mm - Dày 18.9 mm - Nặng 1.69 kg,Vỏ nhựa,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021,https://www.thegioididong.com/laptop/dell-vostro-3510-i5-7t2yc1?src=osp#top-tskt
138,Laptop Dell Vostro 5402 i5 1135G7/8GB/256GB/Win10 (V4I5003W),20.990.000₫,4,22 đánh giá,425 bình luận|98 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,16 GB,SSD 256 GB NVMe PCIe,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 40 Wh",14 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|LED Backlit|WVA,,Realtek High Definition Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,Micro SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,Bảo mật vân tay,Có,Dài 321.3 mm - Rộng 216.2 mm - Dày 17.9 mm - Nặng 1.41 kg,Vỏ kim loại,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/dell-vostro-5402-i5-v4i5003w?src=osp#top-tskt
139,Laptop Asus VivoBook A515EP i5 1135G7/8GB/512GB/2GB MX330/Win10 (BN334T),20.790.000₫,2.9,23 đánh giá,615 bình luận|109 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),3200 MHz,24 GB,SSD 512 GB NVMe PCIe|Hỗ trợ khe cắm HDD SATA,"Card rời|NVIDIA GeForce MX330, 2 GB|Card rời - NVIDIA GeForce MX330, 2 GB","3-cell Li-ion, 42 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,100% sRGB|Tấm nền IPS|Độ sáng 300 nits,,Audio by Harman/Kardon,2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|USB 3.1|USB Type-C,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Không có đèn,Dài 359 mm - Rộng 235 mm - Dày 17.9 mm - Nặng 1.8 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/asus-vivobook-a515ep-i5-bn334?src=osp#top-tskt
140,Laptop Asus VivoBook  A515EP i5 1135G7/8GB/512GB/2GB MX330/Win10 (BN544T),20.790.000₫,5,1 đánh giá,187 bình luận|32 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),3200 MHz,24 GB,SSD 512 GB NVMe PCIe|Hỗ trợ khe cắm HDD SATA,"Card rời|NVIDIA GeForce MX330, 2 GB|Card rời - NVIDIA GeForce MX330, 2 GB","3-cell Li-ion, 42 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,100% sRGB|Chống chói Anti Glare|Tấm nền IPS|Độ sáng 300 nits,,Audio by Harman/Kardon,2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|USB 3.1|USB Type-C,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Không có đèn,Dài 359 mm - Rộng 235 mm - Dày 17.9 mm - Nặng 1.8 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/asus-vivobook-a515ep-i5-bn544t?src=osp#top-tskt
141,Laptop Lenovo ThinkBook 14 G2 ITL i5 1135G7/8GB/512GB/Win10 (20VD003KVN),20.390.000₫,3.6,13 đánh giá,155 bình luận|32 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board +1 khe),3200 MHz,40 GB,SSD 512 GB NVMe PCIe|Hỗ trợ khe cắm HDD SATA,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,45 Wh,14 inch,Full HD (1920 x 1080),60 Hz,250 nits|Tấm nền IPS,,Dolby AudioPremium,2 x USB 3.2|HDMI|LAN (RJ45)|Thunderbolt 4 USB-C|USB Type-C,SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bản lề mở 180 độ|Bảo mật vân tay|Công tắc khóa camera|Độ bền chuẩn quân đội MIL STD 810H,Không có đèn,Dài 323 mm - Rộng 218 mm - Dày 17.9 mm - Nặng 1.4 kg,Vỏ kim loại,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-g2-itl-i5-20vd003kvn?src=osp#top-tskt
142,Laptop HP 15s fq2558TU i7 1165G7/8GB/512GB/Win11 (46M26PA),19.290.000₫,,,2 bình luận|,Intel Core i7 Tiger Lake|1165G7|Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,SSD 512 GB NVMe PCIe|Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1TB),Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 41 Wh",15.6 inch,HD (1366 x 768),60 Hz,250 nits|Viền màn hình mỏng,,HP Audio Boost,2x SuperSpeed USB A|HDMI|Jack tai nghe 3.5 mm|USB Type-C,SD,Bluetooth 4.2|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 358.5 mm - Rộng 242 mm - Dày 18 mm - Nặng 1.7 kg,Vỏ nhựa,Windows 11 Home SL,2021,https://www.thegioididong.com/laptop/hp-15s-fq2558tu-i7-46m26pa-win11?src=osp#top-tskt
143,Laptop Dell Inspiron 15 3511 i5 1135G7/4GB/512GB/OfficeH&S 2019/Win10 (P112F001BBL),19.990.000₫,2.6,10 đánh giá,77 bình luận|13 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,4 GB,DDR4 2 khe (1 khe 4GB + 1 khe rời),2666 MHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)",Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 41 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|WVA,,Realtek ALC3204,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|USB 2.0,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 358.5 mm - Rộng 235.5 mm - Dày 18.9 mm - Nặng 1.7 kg,Vỏ nhựa,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021,https://www.thegioididong.com/laptop/dell-inspiron-15-3511-i5-p112f001bbl?src=osp#top-tskt
144,Laptop Acer Aspire 7 Gaming A715 42G R4ST R5 5500U/8GB/256GB/4GB GTX1650/Win10 (NH.QAYSV.004),19.990.000₫,4.1,131 đánh giá,1.906 bình luận|300 bình luận,AMD Ryzen 5|5500U|AMD Ryzen 5 - 5500U,6,12,2.10 GHz,Turbo Boost 4.0 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,SSD 256 GB NVMe PCIe,Card rời|NVIDIA GeForce GTX 1650 4 GB|Card rời - NVIDIA GeForce GTX 1650 4 GB,"Li-ion, 48 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Tấm nền IPS|Chống chói Anti Glare,,Acer TrueHarmony,Jack tai nghe 3.5 mm|2 x USB 3.2|HDMI|LAN (RJ45)|USB 2.0|USB Type-C,,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 363.4 mm - Rộng 254.5 mm - Dày 22.9 mm - Nặng 2.1 kg,Vỏ nhựa,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/acer-aspire-7-a715-42g-r4st-r5-nhqaysv004?src=osp#top-tskt
145,Laptop Acer Aspire A514 54 53T8 i5 1135G7/8GB/1TB SSD/Win10 (NX.A2ASV.006),19.990.000₫,3,40 đánh giá,281 bình luận|76 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board 4GB +1 khe 4GB),2666 MHz,20 GB,1 TB SSD M.2 PCIe|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB),Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"Li-ion, 48 Wh",14 inch,Full HD (1920 x 1080),60 Hz,Acer ComfyView|Tấm nền IPS,,Acer TrueHarmony,3 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 328 mm - Rộng 223 mm - Dày 17.95 mm - Nặng 1.46 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/acer-aspire-a514-54-53t8-i5-nxa2asv006?src=osp#top-tskt
146,Laptop Asus VivoBook A515EA OLED i5 1135G7/8GB/512GB/Win10 (L12032T),19.990.000₫,3.5,5 đánh giá,162 bình luận|14 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),3200 MHz,24 GB,SSD 512 GB NVMe PCIe|Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1TB),Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 42 Wh",15.6 inch,Full HD (1920 x 1080) OLED,60 Hz,100% DCI-P3|400 nits|OLED,,Audio by Harman/Kardon,1 x USB 3.2|2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|USB Type-C,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Không có đèn,Dài 359 mm - Rộng 235 mm - Dày 17.9 mm - Nặng 1.8 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/asus-vivobook-a515ea-i5-l12032t?src=osp#top-tskt
147,Laptop Asus VivoBook A515EA i5 1135G7/8GB/512GB/Win10 (L11169T),19.990.000₫,2.7,27 đánh giá,382 bình luận|100 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),3200 MHz,,SSD 512 GB NVMe PCIe|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB),Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 42 Wh",15.6 inch,Full HD (1920 x 1080) OLED,,100% DCI-P3|400 nits|OLED,,Audio by Harman/Kardon,1 x USB 3.2|2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|USB Type-C,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Không có đèn,Dài 359 mm - Rộng 235 mm - Dày 17.9 mm - Nặng 1.8 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/asus-vivobook-a515ea-i5-l11169t?src=osp#top-tskt
148,Laptop Asus VivoBook A515EA OLED i5 1135G7/8GB/512GB/Win11 (L12032W),19.990.000₫,,,24 bình luận|,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),3200 MHz,24 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1TB)",Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 42 Wh",15.6 inch,Full HD (1920 x 1080) OLED,60 Hz,0.2ms response time|100% DCI-P3|OLED|SGS Eye Care Display|VESA CERTIFIED Display HDR True Black 600|Độ sáng 600nits,,Audio by Harman/Kardon,1 x USB 3.2|2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|USB Type-C,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Không có đèn,Dài 359 mm - Rộng 235 mm - Dày 17.9 mm - Nặng 1.8 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 11 Home SL,2021,https://www.thegioididong.com/laptop/asus-vivobook-a515ea-oled-i5-l12032w?src=osp#top-tskt
149,Laptop HP 340s G7 i5 1035G1/8GB/512GB/Win10 (36A35PA),18.090.000₫ *,3.8,30 đánh giá,312 bình luận|85 bình luận,Intel Core i5 Ice Lake|1035G1|Intel Core i5 Ice Lake - 1035G1,4,8,1.00 GHz,Turbo Boost 3.6 GHz,6 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),2666 MHz,32 GB,SSD 512 GB NVMe PCIe|Không hỗ trợ khe cắm HDD,Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"3-cell Li-ion, 41 Wh",14 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|Tấm nền IPS,,Realtek High Definition Audio|Loa kép (2 kênh),HDMI|USB Type-C|2 x USB 3.1|Jack tai nghe 3.5 mm,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,Bảo mật vân tay,Không có đèn,Dài 324 mm - Rộng 225 mm - Dày 17.9 mm - Nặng 1.38 kg,Vỏ nhựa,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/hp-340s-g7-i5-36a35pa?src=osp#top-tskt
150,Laptop HP 240 G8 i5 1135G7/8GB/512GB/Win10 (518V7PA),18.090.000₫ *,3,5 đánh giá,113 bình luận|27 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)",Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 41 Wh",14 inch,Full HD (1920 x 1080),60 Hz,250 nits|Chống chói Anti Glare|Tấm nền IPS|Wled-backlit,,Stereo speakers,2 x USB 3.1|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,TPM 2.0,Không có đèn,Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - Nặng 1.426 kg,Vỏ nhựa,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/hp-240-g8-i5-518v7pa?src=osp#top-tskt
151,Laptop MSI Modern 15 A11MU i5 1155G7/8GB/512GB/Túi/Chuột/Win10 (680VN),18.990.000₫,4.2,67 đánh giá,977 bình luận|173 bình luận,Intel Core i5 Tiger Lake|Intel Core i5 Tiger Lake - 1155G7,4,8,2.50 GHz,Turbo Boost 4.5 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,64 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2TB)",Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell, 52 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Công nghệ IPS|LED,,Nahimic Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|USB 2.0|USB Type-C,Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bản lề mở 180 độ,Có,Dài 356.8 mm - Rộng 233.75 mm - Dày 16.9 mm - Nặng 1.6 kg,Vỏ kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/msi-modern-15-a11mu-i5-680vn?src=osp#top-tskt
152,Laptop Dell Inspiron 3501 i5 1135G7/4GB/512GB/Win10 (P90F005N3501B),18.990.000₫,2.7,24 đánh giá,385 bình luận|94 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,4 GB,DDR4 (2 khe),2666 MHz,16 GB,SSD 512 GB NVMe PCIe,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 42 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|WVA|LED Backlight,,Realtek High Definition Audio,2 x USB 3.2|LAN (RJ45)|USB 2.0|HDMI|Jack tai nghe 3.5 mm,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 363.96 mm - Rộng 249 mm - Dày 19.9 mm - Nặng 1.96 kg,Vỏ nhựa,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/dell-inspiron-3501-i5-n3501b?src=osp#top-tskt
153,Laptop HP 15s fq2559TU i5 1135G7/8GB/512GB/Win10 (46M27PA),17.990.000₫ *,3.6,72 đánh giá,764 bình luận|210 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,SSD 512 GB NVMe PCIe,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 41 Wh",15.6 inch,Full HD (1920 x 1080),,Wled-backlit|Tấm nền IPS|Chống chói Anti Glare,,Realtek High Definition Audio,Jack tai nghe 3.5 mm|HDMI|2 x USB 3.1|USB Type-C,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 358.5 mm - Rộng 242 mm - Dày 18 mm - Nặng 1.592 kg,Vỏ nhựa,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/hp-15s-fq2559tu-i5-46m27pa?src=osp#top-tskt
